pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI,pt3_X+-CI,pt3_Y+-CI,pt3_Z+-CI
0.692254,0.858443,1.334810,0.610727,0.708230,0.986491,NaN,NaN,NaN
0.779800,0.829614,1.235549,0.573593,0.649942,0.990803,NaN,NaN,NaN
0.720178,0.825863,1.219894,0.646357,0.691930,0.979461,NaN,NaN,NaN
0.775366,0.835579,1.218935,0.642168,0.609352,0.982785,NaN,NaN,NaN
0.743663,0.862457,1.222982,0.596021,0.656648,0.895435,NaN,NaN,NaN
0.739032,0.909318,1.166392,0.579349,0.626739,0.910275,NaN,NaN,NaN
0.747274,0.949213,1.249792,0.613444,0.656923,0.893717,NaN,NaN,NaN
0.746092,0.809626,1.281766,0.631866,0.646508,0.920201,NaN,NaN,NaN
0.781509,0.919196,1.231337,0.547804,0.611502,0.905540,NaN,NaN,NaN
0.730797,0.801443,1.243325,0.609653,0.607823,0.921725,NaN,NaN,NaN
0.814388,0.797597,1.198382,0.604339,0.656463,0.973380,NaN,NaN,NaN
0.750358,0.896043,1.246521,0.537940,0.630362,0.910081,NaN,NaN,NaN
0.743028,0.806168,1.158047,0.631337,0.640307,0.897759,NaN,NaN,NaN
0.753615,0.784968,1.246141,0.584181,0.654711,1.032830,NaN,NaN,NaN
0.783426,0.833932,1.240427,0.569500,0.607841,0.963754,NaN,NaN,NaN
0.776721,0.813598,1.148299,0.563313,0.658904,0.916483,NaN,NaN,NaN
0.758444,0.839430,1.173813,0.577229,0.603306,0.924847,NaN,NaN,NaN
0.774426,0.790553,1.245966,0.588674,0.664882,0.961945,NaN,NaN,NaN
0.796115,0.906991,1.185172,0.609461,0.665076,1.034100,NaN,NaN,NaN
0.755787,0.881663,1.277319,0.601927,0.699528,0.952686,NaN,NaN,NaN
0.752691,0.842953,1.177597,0.610255,0.648042,0.982297,NaN,NaN,NaN
0.773382,0.923057,1.152345,0.567688,0.619768,0.913276,NaN,NaN,NaN
0.748501,0.842814,1.291589,0.631442,0.645140,0.974974,NaN,NaN,NaN
0.734101,0.882983,1.245559,0.566055,0.662815,0.927152,NaN,NaN,NaN
0.773309,0.796379,1.100027,0.641044,0.686206,0.959271,NaN,NaN,NaN
0.723005,0.865397,1.172396,0.599760,0.645029,0.874031,NaN,NaN,NaN
0.800675,0.801893,1.273310,0.628007,0.732450,0.997996,NaN,NaN,NaN
0.835472,0.884550,1.230419,0.588736,0.633340,0.888274,NaN,NaN,NaN
0.763825,0.858900,1.207027,0.617120,0.681926,0.956123,NaN,NaN,NaN
0.774464,0.871622,1.254820,0.608452,0.656073,0.955150,NaN,NaN,NaN
0.786838,0.887517,1.182488,0.618265,0.605693,0.954234,NaN,NaN,NaN
0.764596,0.910263,1.228807,0.616617,0.696904,0.897176,NaN,NaN,NaN
0.776343,0.913394,1.314940,0.614919,0.621102,0.958629,NaN,NaN,NaN
0.738122,0.876825,1.233864,0.533979,0.672800,0.992736,NaN,NaN,NaN
0.786766,0.768631,1.229718,0.593565,0.634131,0.967880,NaN,NaN,NaN
0.769954,0.803307,1.222320,0.571611,0.676755,0.955292,NaN,NaN,NaN
0.722035,0.800039,1.156264,0.556661,0.610202,0.854671,NaN,NaN,NaN
0.750504,0.849039,1.177334,0.627974,0.626905,0.863169,NaN,NaN,NaN
0.781939,0.899988,1.192135,0.548427,0.658121,0.978721,NaN,NaN,NaN
0.756855,0.857479,1.257991,0.631144,0.639709,0.982498,NaN,NaN,NaN
0.770474,0.839788,1.288660,0.584721,0.659236,0.915025,NaN,NaN,NaN
0.756014,0.890774,1.190290,0.589128,0.683193,0.952473,NaN,NaN,NaN
0.788655,0.787055,1.169169,0.568610,0.677116,0.946013,NaN,NaN,NaN
0.830418,0.798575,1.068078,0.581585,0.681412,0.969664,NaN,NaN,NaN
0.735811,0.864721,1.254294,0.583218,0.637793,0.964421,NaN,NaN,NaN
0.752266,0.849121,1.198358,0.608937,0.659379,0.916714,NaN,NaN,NaN
0.775639,0.907021,1.154405,0.590895,0.680611,0.987476,NaN,NaN,NaN
0.687291,0.791438,1.217139,0.580613,0.626110,0.956380,NaN,NaN,NaN
0.762224,0.859719,1.254776,0.561728,0.641449,0.925020,NaN,NaN,NaN
0.817927,0.774205,1.211620,0.659131,0.664008,0.938874,NaN,NaN,NaN
0.771871,0.808477,1.180167,0.595340,0.681037,1.019323,NaN,NaN,NaN
0.766968,0.824860,1.232906,0.607630,0.629931,0.930767,NaN,NaN,NaN
0.816562,0.791033,1.271765,0.601117,0.662270,0.941087,NaN,NaN,NaN
0.748677,0.899085,1.187186,0.645836,0.682895,1.053243,NaN,NaN,NaN
0.825487,0.870494,1.172752,0.627977,0.682604,0.988994,NaN,NaN,NaN
0.756911,0.808960,1.203568,0.589376,0.641759,0.915365,NaN,NaN,NaN
0.772912,0.830854,1.244586,0.656843,0.636500,0.943826,NaN,NaN,NaN
0.748750,0.943346,1.281567,0.668270,0.663034,0.869896,NaN,NaN,NaN
0.799665,0.815330,1.158436,0.613218,0.641850,0.977461,NaN,NaN,NaN
0.794143,0.832956,1.170038,0.603449,0.680410,0.931006,NaN,NaN,NaN
0.747462,0.902279,1.272795,0.624528,0.689589,0.929231,NaN,NaN,NaN
0.741185,0.868239,1.223614,0.581871,0.638918,0.862981,NaN,NaN,NaN
0.813794,0.842624,1.098641,0.632291,0.634656,0.949703,NaN,NaN,NaN
0.774616,0.818770,1.146960,0.597858,0.628078,0.887607,NaN,NaN,NaN
0.708565,0.840694,1.245504,0.614184,0.602020,0.891787,NaN,NaN,NaN
0.763327,0.814666,1.262072,0.605444,0.636654,0.920843,NaN,NaN,NaN
0.723724,0.825815,1.195937,0.569439,0.693158,1.000153,NaN,NaN,NaN
0.832393,0.844173,1.236398,0.579513,0.627983,0.909985,NaN,NaN,NaN
0.814227,0.848777,1.222294,0.551907,0.595873,0.854580,NaN,NaN,NaN
0.776898,0.841003,1.222999,0.630606,0.633198,0.930088,NaN,NaN,NaN
0.749510,0.813885,1.198655,0.608790,0.600571,0.895208,NaN,NaN,NaN
0.713881,0.767282,1.101514,0.643560,0.627440,0.879203,NaN,NaN,NaN
0.773187,0.772601,1.155087,0.592291,0.683276,0.965051,NaN,NaN,NaN
0.759756,0.869203,1.254047,0.632811,0.675076,0.996378,NaN,NaN,NaN
0.749518,0.842188,1.235828,0.622366,0.664719,0.959136,NaN,NaN,NaN
0.754745,0.772825,1.149935,0.577879,0.724685,0.995198,NaN,NaN,NaN
0.708468,0.820174,1.077865,0.609263,0.656199,0.902312,NaN,NaN,NaN
0.783623,0.837287,1.188974,0.581126,0.716180,1.026723,NaN,NaN,NaN
0.738589,0.865351,1.244154,0.617408,0.658137,0.902328,NaN,NaN,NaN
0.810669,0.827039,1.247101,0.576216,0.660219,0.910884,NaN,NaN,NaN
0.747792,0.839865,1.112637,0.580361,0.652320,0.937125,NaN,NaN,NaN
0.734560,0.847929,1.176073,0.593552,0.655062,0.905544,NaN,NaN,NaN
0.837487,0.832214,1.101228,0.555591,0.642011,0.944466,NaN,NaN,NaN
0.763291,0.813123,1.218869,0.573523,0.643300,0.878644,NaN,NaN,NaN
0.704125,0.837199,1.227791,0.624162,0.667668,0.920659,NaN,NaN,NaN
0.771250,0.816208,1.251078,0.627513,0.590874,0.877769,NaN,NaN,NaN
0.786007,0.841892,1.221654,0.566051,0.620718,0.940433,NaN,NaN,NaN
0.798339,0.866403,1.237603,0.648964,0.626954,0.877503,NaN,NaN,NaN
0.766722,0.875752,1.145989,0.614423,0.658252,0.909620,NaN,NaN,NaN
0.725327,0.843210,1.211983,0.582723,0.690577,0.891535,NaN,NaN,NaN
0.744288,0.831218,1.203097,0.613210,0.673711,0.871264,NaN,NaN,NaN
0.748439,0.855070,1.098032,0.574274,0.637287,0.877489,NaN,NaN,NaN
0.785645,0.813914,1.196068,0.595514,0.649266,0.846679,NaN,NaN,NaN
0.802603,0.885974,1.221778,0.635568,0.721387,0.961760,NaN,NaN,NaN
0.756356,0.824020,1.171051,0.636959,0.650847,0.981994,NaN,NaN,NaN
0.845757,0.807766,1.232854,0.580668,0.666742,0.974286,NaN,NaN,NaN
0.728602,0.778870,1.218798,0.606553,0.688597,0.976384,NaN,NaN,NaN
0.784970,0.813516,1.241136,0.587652,0.651816,0.975970,NaN,NaN,NaN
0.755362,0.831914,1.300945,0.644871,0.631000,0.924435,NaN,NaN,NaN
0.831191,0.863575,1.258392,0.573946,0.664178,0.986592,NaN,NaN,NaN
0.719011,0.802202,1.187078,0.572104,0.688680,0.986874,NaN,NaN,NaN
0.706905,0.806243,1.144440,0.621267,0.656586,0.943852,NaN,NaN,NaN
0.727849,0.854270,1.066790,0.581335,0.588206,0.895911,NaN,NaN,NaN
0.768222,0.803676,1.129631,0.598782,0.659875,0.889523,NaN,NaN,NaN
0.814964,0.883511,1.232716,0.568267,0.661564,0.946485,NaN,NaN,NaN
0.740499,0.839246,1.242215,0.612701,0.627440,0.919183,NaN,NaN,NaN
0.770010,0.844210,1.183741,0.596314,0.690514,0.935444,NaN,NaN,NaN
0.738847,0.856976,1.197614,0.602918,0.646788,0.983676,NaN,NaN,NaN
0.701100,0.830690,1.215715,0.605733,0.667168,0.980485,NaN,NaN,NaN
0.749168,0.853746,1.229574,0.645362,0.617296,0.957864,NaN,NaN,NaN
0.785660,0.874020,1.204714,0.623819,0.640439,0.910175,NaN,NaN,NaN
0.712421,0.870283,1.195597,0.615368,0.663817,0.962816,NaN,NaN,NaN
0.677021,0.896753,1.230663,0.580386,0.688926,0.977843,NaN,NaN,NaN
0.730267,0.795163,1.124561,0.588634,0.723901,0.951980,NaN,NaN,NaN
0.689430,0.785490,1.131742,0.591049,0.655025,0.934926,NaN,NaN,NaN
0.782546,0.803618,1.216935,0.616348,0.632450,0.877668,NaN,NaN,NaN
0.763623,0.960873,1.265594,0.573948,0.684214,0.928944,NaN,NaN,NaN
0.790366,0.836419,1.208875,0.642204,0.661916,0.931527,NaN,NaN,NaN
0.731247,0.815224,1.260167,0.604198,0.679392,0.863514,NaN,NaN,NaN
0.733068,0.858080,1.192895,0.647536,0.599931,0.917644,NaN,NaN,NaN
0.733958,0.866037,1.188924,0.602770,0.655203,0.939354,NaN,NaN,NaN
0.786458,0.841380,1.166824,0.656983,0.661444,0.884522,NaN,NaN,NaN
0.787413,0.798042,1.184479,0.567494,0.684233,0.918662,NaN,NaN,NaN
0.783712,0.793312,1.080537,0.621180,0.654740,0.909578,NaN,NaN,NaN
0.803543,0.862802,1.279773,0.621041,0.623371,0.945528,NaN,NaN,NaN
0.800652,0.825052,1.177503,0.594206,0.701091,1.003201,NaN,NaN,NaN
0.820075,0.858546,1.187515,0.620764,0.657605,0.942310,NaN,NaN,NaN
0.818943,0.861133,1.187803,0.560791,0.662675,0.874951,NaN,NaN,NaN
0.783586,0.821752,1.289960,0.608998,0.661136,0.914608,NaN,NaN,NaN
0.773659,0.847216,1.158246,0.615319,0.677974,0.990304,NaN,NaN,NaN
0.777167,0.826120,1.289666,0.570271,0.691595,0.877224,NaN,NaN,NaN
0.780130,0.854610,1.141515,0.561898,0.665616,0.996121,NaN,NaN,NaN
0.741854,0.833683,1.058957,0.652944,0.664734,1.021454,NaN,NaN,NaN
0.779605,0.825190,1.202783,0.629986,0.625637,0.939389,NaN,NaN,NaN
0.790706,0.893154,1.219692,0.598950,0.683585,0.984115,NaN,NaN,NaN
0.739911,0.800274,1.269091,0.635632,0.703607,0.946332,NaN,NaN,NaN
0.770697,0.784232,1.227580,0.639778,0.658916,0.890286,NaN,NaN,NaN
0.761384,0.796497,1.163083,0.591215,0.657549,0.888567,NaN,NaN,NaN
0.800029,0.827218,1.251205,0.616565,0.661458,0.920532,NaN,NaN,NaN
0.766154,0.872258,1.264164,0.655689,0.622187,0.878714,NaN,NaN,NaN
0.797222,0.831184,1.210899,0.602496,0.614992,0.978773,NaN,NaN,NaN
0.726111,0.868612,1.203467,0.616051,0.660594,0.961124,NaN,NaN,NaN
0.820961,0.809882,1.222990,0.571633,0.645076,0.933260,NaN,NaN,NaN
0.798398,0.911471,1.283433,0.574206,0.677461,0.846472,NaN,NaN,NaN
0.766781,0.763117,1.149897,0.629708,0.660845,1.025073,NaN,NaN,NaN
0.757505,0.855952,1.221576,0.610055,0.644110,0.974614,NaN,NaN,NaN
0.786073,0.836590,1.187435,0.599411,0.689436,1.003907,NaN,NaN,NaN
0.789345,0.907816,1.192142,0.570669,0.628103,1.002556,NaN,NaN,NaN
0.764444,0.808222,1.179034,0.554846,0.663338,0.895863,NaN,NaN,NaN
0.795371,0.822023,1.196619,0.621628,0.703494,0.887861,NaN,NaN,NaN
0.779831,0.845579,1.212670,0.596520,0.662488,0.943517,NaN,NaN,NaN
0.817095,0.796631,1.205913,0.598936,0.655831,0.942403,NaN,NaN,NaN
0.785266,0.802032,1.229043,0.611239,0.679580,1.027545,NaN,NaN,NaN
0.765252,0.828627,1.238413,0.592756,0.644326,0.995911,NaN,NaN,NaN
0.790739,0.811003,1.186173,0.611038,0.680437,0.901803,NaN,NaN,NaN
0.762039,0.827665,1.273690,0.594695,0.603712,0.903908,NaN,NaN,NaN
0.816814,0.812966,1.295762,0.575248,0.670290,0.902341,NaN,NaN,NaN
0.799966,0.863848,1.241408,0.580489,0.604935,0.939478,NaN,NaN,NaN
0.765117,0.847802,1.237448,0.653285,0.655738,0.994985,NaN,NaN,NaN
0.779406,0.760854,1.137370,0.610861,0.642309,0.906941,NaN,NaN,NaN
0.746481,0.799262,1.109473,0.573111,0.602066,0.882984,NaN,NaN,NaN
0.689796,0.831937,1.229416,0.597520,0.641483,0.931820,NaN,NaN,NaN
0.792876,0.791828,1.232834,0.586997,0.657752,0.916837,NaN,NaN,NaN
0.781971,0.806609,1.220447,0.599621,0.665417,0.969317,NaN,NaN,NaN
0.750163,0.798431,1.143046,0.612063,0.740164,0.884009,NaN,NaN,NaN
0.761995,0.832033,1.250347,0.615310,0.649096,0.942615,NaN,NaN,NaN
0.739528,0.812648,1.183002,0.591022,0.635176,0.896923,NaN,NaN,NaN
0.724628,0.834786,1.283666,0.624839,0.666450,1.008260,NaN,NaN,NaN
0.726316,0.827783,1.160066,0.582178,0.596613,0.949716,NaN,NaN,NaN
0.695210,0.925425,1.210317,0.638262,0.684471,1.010165,NaN,NaN,NaN
0.768494,0.841512,1.308811,0.594065,0.673556,0.944628,NaN,NaN,NaN
0.755390,0.864628,1.181676,0.622753,0.642116,0.933283,NaN,NaN,NaN
0.771346,0.829538,1.070039,0.619515,0.627156,0.910027,NaN,NaN,NaN
0.765764,0.889111,1.301801,0.595897,0.661191,0.878485,NaN,NaN,NaN
0.745299,0.871853,1.209981,0.573299,0.658567,0.942754,NaN,NaN,NaN
0.738723,0.791405,1.109103,0.634538,0.692135,0.977768,NaN,NaN,NaN
0.758366,0.837444,1.191769,0.656364,0.682617,0.957295,NaN,NaN,NaN
0.777176,0.786009,1.136021,0.565371,0.589181,0.910169,NaN,NaN,NaN
0.801772,0.875241,1.313111,0.597198,0.592974,0.848306,NaN,NaN,NaN
0.750263,0.895060,1.282496,0.596542,0.627230,0.902197,NaN,NaN,NaN
0.696808,0.828737,1.199411,0.652932,0.683524,0.997820,NaN,NaN,NaN
0.753513,0.814351,1.226527,0.577999,0.653849,0.921257,NaN,NaN,NaN
0.754911,0.918605,1.216166,0.610547,0.613048,0.980074,NaN,NaN,NaN
0.731211,0.842284,1.162415,0.606342,0.597584,0.956691,NaN,NaN,NaN
0.776430,0.934421,1.275365,0.546266,0.657925,0.939418,NaN,NaN,NaN
0.728907,0.823004,1.225374,0.602479,0.704574,0.959882,NaN,NaN,NaN
0.756774,0.784962,1.133876,0.603093,0.628681,0.842754,NaN,NaN,NaN
0.795175,0.845445,1.213318,0.587760,0.664605,0.880539,NaN,NaN,NaN
0.730131,0.867033,1.104302,0.613817,0.687603,0.864943,NaN,NaN,NaN
0.765613,0.840045,1.232194,0.603987,0.656413,0.912027,NaN,NaN,NaN
0.773011,0.777472,1.103761,0.570145,0.634598,0.928661,NaN,NaN,NaN
0.751268,0.824664,1.247556,0.604483,0.643849,0.988642,NaN,NaN,NaN
0.776718,0.800285,1.255574,0.586647,0.678019,0.989083,NaN,NaN,NaN
0.735396,0.846111,1.238190,0.599133,0.646433,0.959201,NaN,NaN,NaN
0.850378,0.814238,1.264790,0.626671,0.637738,0.922939,NaN,NaN,NaN
0.765783,0.870329,1.307786,0.600675,0.660503,0.918095,NaN,NaN,NaN
0.707642,0.899489,1.123465,0.596655,0.658512,0.930357,NaN,NaN,NaN
0.735792,0.853540,1.272969,0.610819,0.635170,0.877251,NaN,NaN,NaN
0.765248,0.858765,1.211784,0.591077,0.728900,0.966522,NaN,NaN,NaN
0.745832,0.777919,1.254328,0.566198,0.661147,0.969935,NaN,NaN,NaN
0.774250,0.799777,1.195588,0.627743,0.687911,0.902536,NaN,NaN,NaN
0.798046,0.788960,1.157537,0.619717,0.672572,0.917177,NaN,NaN,NaN
0.759043,0.835570,1.128168,0.618948,0.599386,0.910808,NaN,NaN,NaN
0.740009,0.865410,1.150400,0.600795,0.571138,0.942536,NaN,NaN,NaN
0.774270,0.804868,1.196290,0.624521,0.648772,0.858139,NaN,NaN,NaN
0.779755,0.865258,1.183098,0.580951,0.675886,0.926198,NaN,NaN,NaN
0.705241,0.860393,1.172624,0.572733,0.632969,0.923911,NaN,NaN,NaN
0.779010,0.902400,1.267302,0.639222,0.634436,0.959518,NaN,NaN,NaN
0.816373,0.885075,1.241609,0.640488,0.594754,0.881844,NaN,NaN,NaN
0.795446,0.790944,1.177682,0.609802,0.670209,0.860579,NaN,NaN,NaN
0.776031,0.842798,1.181493,0.625651,0.649614,1.018621,NaN,NaN,NaN
0.780407,0.839572,1.205881,0.545943,0.668703,0.957290,NaN,NaN,NaN
0.798441,0.729419,1.264440,0.620674,0.674274,0.910912,NaN,NaN,NaN
0.745904,0.850673,1.276331,0.609160,0.625003,0.930424,NaN,NaN,NaN
0.816164,0.847412,1.214255,0.587643,0.638845,0.923719,NaN,NaN,NaN
0.695109,0.885351,1.230654,0.582035,0.667826,0.953499,NaN,NaN,NaN
0.815758,0.846103,1.192316,0.586290,0.684780,0.930711,NaN,NaN,NaN
0.740094,0.815801,1.239004,0.621733,0.634098,0.935173,NaN,NaN,NaN
0.775679,0.837059,1.166829,0.616386,0.611474,0.880923,NaN,NaN,NaN
0.803932,0.866984,1.323892,0.640559,0.723265,0.953798,NaN,NaN,NaN
0.730015,0.791729,1.226444,0.580624,0.665812,0.935088,NaN,NaN,NaN
0.715994,0.915726,1.215694,0.586734,0.619602,0.888987,NaN,NaN,NaN
0.759717,0.824170,1.207006,0.579191,0.709759,0.964090,NaN,NaN,NaN
0.745064,0.879862,1.240908,0.621849,0.642191,0.864861,NaN,NaN,NaN
0.726967,0.849367,1.267572,0.628361,0.692805,0.893362,NaN,NaN,NaN
0.729789,0.801440,1.249897,0.628338,0.649856,0.934084,NaN,NaN,NaN
0.753368,0.815149,1.206828,0.620122,0.658878,1.037692,NaN,NaN,NaN
0.794745,0.856183,1.147611,0.656072,0.615919,0.919174,NaN,NaN,NaN
0.751382,0.841078,1.155494,0.583056,0.651832,0.946412,NaN,NaN,NaN
0.719902,0.810206,1.218293,0.585985,0.614327,0.871292,NaN,NaN,NaN
0.782298,0.804959,1.153664,0.636130,0.713789,0.904363,NaN,NaN,NaN
0.761680,0.876697,1.196878,0.613781,0.620471,0.880414,NaN,NaN,NaN
0.749596,0.896653,1.217519,0.577186,0.637985,1.037534,NaN,NaN,NaN
0.737651,0.824480,1.216285,0.593485,0.672002,0.911906,NaN,NaN,NaN
0.803605,0.854400,1.268566,0.578483,0.689333,1.006620,NaN,NaN,NaN
0.798725,0.817729,1.172073,0.594745,0.637841,0.932508,NaN,NaN,NaN
0.737522,0.874740,1.234293,0.567373,0.640053,0.918295,NaN,NaN,NaN
0.752851,0.871009,1.204640,0.590931,0.595755,0.946389,NaN,NaN,NaN
0.766405,0.890792,1.254821,0.543965,0.635272,0.989120,NaN,NaN,NaN
0.728742,0.855149,1.256095,0.633280,0.695184,1.036912,NaN,NaN,NaN
0.799912,0.914084,1.206915,0.584600,0.667507,1.017669,NaN,NaN,NaN
0.744702,0.855296,1.218664,0.619750,0.661625,0.934820,NaN,NaN,NaN
0.776004,0.874821,1.201035,0.585193,0.650913,0.957979,NaN,NaN,NaN
0.756890,0.814180,1.227686,0.619376,0.646829,0.928663,NaN,NaN,NaN
0.783467,0.889944,1.287218,0.613888,0.630331,1.014478,NaN,NaN,NaN
0.839135,0.805719,1.236988,0.637032,0.686195,0.942134,NaN,NaN,NaN
0.788995,0.727879,1.188115,0.583329,0.610938,0.931894,NaN,NaN,NaN
0.718158,0.851521,1.357472,0.614358,0.674334,0.959947,NaN,NaN,NaN
0.745338,0.849059,1.205658,0.605686,0.637422,0.963833,NaN,NaN,NaN
0.761000,0.810309,1.137776,0.580696,0.663021,0.942820,NaN,NaN,NaN
0.748115,0.852113,1.242811,0.621827,0.640427,0.987034,NaN,NaN,NaN
0.797515,0.799572,1.203012,0.627083,0.666373,1.003280,NaN,NaN,NaN
0.763774,0.823245,1.143851,0.597593,0.672947,0.896703,NaN,NaN,NaN
0.783667,0.786858,1.240055,0.606876,0.647138,0.926562,NaN,NaN,NaN
0.756376,0.818239,1.151173,0.590709,0.684086,0.928243,NaN,NaN,NaN
0.817745,0.777151,1.187629,0.582532,0.685193,0.907487,NaN,NaN,NaN
0.780583,0.791660,1.087386,0.547947,0.653775,0.968731,NaN,NaN,NaN
0.774479,0.876703,1.160379,0.599215,0.663090,0.914182,NaN,NaN,NaN
0.699337,0.803506,1.162521,0.585452,0.638329,0.961670,NaN,NaN,NaN
0.665267,0.821842,1.225676,0.590938,0.653557,1.025939,NaN,NaN,NaN
0.817662,0.888170,1.258574,0.596018,0.652949,0.940020,NaN,NaN,NaN
0.800522,0.796519,1.206494,0.624138,0.666350,0.915009,NaN,NaN,NaN
0.745218,0.807448,1.188687,0.625909,0.633280,0.920973,NaN,NaN,NaN
0.750189,0.864714,1.211461,0.627079,0.695625,0.953552,NaN,NaN,NaN
0.780288,0.810004,1.127873,0.621030,0.680769,0.907176,NaN,NaN,NaN
0.768009,0.850510,1.203480,0.627077,0.665753,0.928260,NaN,NaN,NaN
0.694017,0.882497,1.203239,0.599948,0.674518,0.947637,NaN,NaN,NaN
0.795627,0.825758,1.199657,0.631449,0.661417,1.016102,NaN,NaN,NaN
0.769437,0.848172,1.174651,0.591229,0.659061,0.981314,NaN,NaN,NaN
0.741428,0.860795,1.171076,0.592601,0.698289,0.878058,NaN,NaN,NaN
0.768811,0.824599,1.169379,0.613962,0.625163,0.894081,NaN,NaN,NaN
0.747454,0.823070,1.268007,0.619470,0.676355,0.958951,NaN,NaN,NaN
0.787884,0.869504,1.282694,0.612303,0.627030,0.944346,NaN,NaN,NaN
0.800261,0.784581,1.140848,0.644204,0.667794,0.927380,NaN,NaN,NaN
0.780715,0.882795,1.217156,0.599456,0.667312,0.929361,NaN,NaN,NaN
0.771879,0.862144,1.137773,0.657996,0.644934,0.949310,NaN,NaN,NaN
0.762137,0.876873,1.227765,0.597353,0.673668,0.922138,NaN,NaN,NaN
0.826831,0.892764,1.252043,0.615991,0.660051,0.940905,NaN,NaN,NaN
0.753061,0.874264,1.256693,0.594532,0.671613,0.967695,NaN,NaN,NaN
0.754927,0.857194,1.219078,0.596197,0.658213,1.001884,NaN,NaN,NaN
0.771170,0.856164,1.139327,0.618641,0.664137,0.977772,NaN,NaN,NaN
0.820488,0.883851,1.276272,0.599348,0.622745,0.920376,NaN,NaN,NaN
0.805054,0.813357,1.162260,0.601384,0.668095,0.976080,NaN,NaN,NaN
0.753220,0.829247,1.196069,0.671100,0.621668,0.956742,NaN,NaN,NaN
0.784129,0.812891,1.044984,0.591626,0.663509,0.895259,NaN,NaN,NaN
0.764202,0.861978,1.160036,0.628035,0.696483,0.865747,NaN,NaN,NaN
